brand,model,processor_brand,processor_name,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,msoffice,latest_price,reviews
hp,pavilion,amd,ryzen 5,16.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,40199.33,1
hp,15q,amd,ryzen 3,4.0,ddr4,0,1024,windows,64,0,casual,15.6,1,no,no,22054.390000000003,58
avita,liber,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,13.3,0,no,no,43922.520000000004,0
asus,tuf,intel,core i5,8.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,no,51583.3,0
asus,vivobook,intel,core i3,8.0,ddr4,256,0,windows,64,0,casual,15.6,0,no,no,32823.3,0
hp,hp,intel,core i7,16.0,ddr4,1024,0,windows,64,2,casual,13.3,1,no,yes,63643.3,0
nokia,purebook,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,0,no,no,35369.3,0
dell,core,intel,core i7,16.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,no,66993.3,0
hp,omen,intel,core i7,16.0,ddr4,1024,0,windows,64,6,casual,16.1,1,no,yes,91783.3,0
dell,inspiron,intel,core i3,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,0,no,no,30773.100000000002,0
lenovo,ideapad,amd,ryzen 7,16.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,49178.0,0
hp,pavilion,intel,core i3,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,yes,yes,37178.3,15
avita,liber,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,13.3,0,no,no,43922.520000000004,0
acer,swift,intel,i7,8.0,ddr4,0,0,windows,32,0,casual,14.76240673886883,0,no,no,63107.3,6
vaio,e,amd,ryzen 7,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,2,no,yes,38853.3,26
lenovo,legion,intel,core i7,16.0,ddr4,1024,0,windows,64,8,casual,15.6,1,no,yes,157443.30000000002,0
hp,x360,intel,core i3,8.0,ddr4,256,0,windows,64,0,casual,14.0,1,yes,no,37848.3,0
avita,liber,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,0,no,no,30143.300000000003,3
asus,intel,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,13.3,1,yes,yes,56943.3,2
asus,ryzen,amd,ryzen 7,16.0,lpddr4x,1024,0,windows,64,0,thinnlight,13.3,1,no,yes,56929.9,1
hp,15q,intel,core i5,8.0,ddr4,0,1024,windows,64,0,casual,15.6,1,no,no,31349.300000000003,325
smartron,t.book,intel,core i5,4.0,ddr3,128,0,windows,64,0,casual,12.2,0,yes,no,35503.3,4
dell,inspiron,amd,ryzen 3,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,0,no,no,28200.300000000003,0
hp,pavilion,amd,ryzen 5,8.0,ddr4,512,0,windows,64,4,gaming,15.6,1,no,yes,43543.3,1
asus,eeebook,intel,celeron dual,4.0,ddr4,0,0,windows,64,0,casual,14.76240673886883,0,no,no,15403.300000000001,0
hp,pavilion,amd,ryzen 7,16.0,ddr4,512,0,windows,64,2,casual,14.0,1,no,yes,53593.3,6
lenovo,ideapad,intel,core i5,8.0,ddr4,512,0,windows,64,2,casual,14.0,1,yes,yes,58289.33,0
hp,pavilion,intel,core i3,4.0,ddr4,256,0,windows,64,0,casual,14.0,1,yes,yes,36339.46,8
hp,pavilion,amd,ryzen 7,16.0,ddr4,512,0,windows,64,4,gaming,15.6,1,no,yes,56943.3,2
hp,core,intel,core i5,4.0,ddr4,0,1024,windows,64,0,casual,15.6,1,no,no,29881.33,12
asus,core,intel,core i3,8.0,ddr4,0,1024,windows,32,0,casual,15.6,0,no,no,27805.0,0
asus,zenbook,intel,core i7,8.0,lpddr3,512,0,windows,64,0,thinnlight,13.3,1,no,no,54933.3,4
acer,core,intel,core i3,4.0,ddr4,0,1024,windows,32,0,casual,15.6,0,no,no,24789.33,0
hp,pavilion,intel,core i5,16.0,ddr4,512,0,windows,64,2,casual,15.6,1,no,no,52260.0,85
dell,core,intel,core i3,8.0,ddr4,0,1024,windows,32,0,casual,15.6,0,no,no,28743.0,0
lenovo,thinkbook,intel,core i5,8.0,ddr4,1024,0,windows,64,0,thinnlight,13.3,1,no,yes,43543.3,0
asus,expertbook,intel,core i3,4.0,ddr4,0,1024,windows,64,0,casual,15.6,0,no,no,23214.83,0
avita,liber,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,0,no,no,48952.21000000001,3
avita,liber,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,0,no,no,48952.21000000001,3
smartron,t.book,intel,core m3,4.0,ddr3,128,0,windows,64,0,casual,12.2,0,yes,no,28803.300000000003,6
dell,inspiron,intel,core i5,8.0,ddr4,0,2048,windows,64,2,casual,15.6,1,no,yes,41752.39,53
hp,hp,intel,core i5,16.0,ddr4,512,0,windows,64,4,casual,14.0,1,no,yes,67663.3,0
lenovo,ideapad,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,13.3,1,no,yes,50243.3,1
asus,rog,intel,core i5,8.0,ddr4,512,0,windows,64,4,casual,15.6,0,no,no,50913.3,137
acer,swift,intel,core i5,8.0,ddr4,256,0,windows,64,0,thinnlight,13.3,1,no,no,39858.3,7
asus,vivobook14,intel,core i5,8.0,ddr4,256,0,windows,64,0,thinnlight,14.1,1,no,no,33366.0,0
lenovo,core,intel,core i9,16.0,ddr4,1024,0,windows,32,8,casual,15.6,0,no,no,178218.66,0
dell,inspiron,intel,pentium quad,4.0,ddr4,256,0,windows,64,0,casual,15.6,1,no,no,24113.300000000003,0
msi,gf63,intel,core i7,8.0,ddr4,512,0,windows,64,4,casual,15.6,2,no,no,44883.3,230
lenovo,ideapad,intel,celeron dual,4.0,lpddr4,0,0,windows,32,0,casual,14.76240673886883,0,no,no,11383.300000000001,54
lenovo,core,intel,core i5,8.0,ddr4,512,0,windows,32,2,casual,15.6,1,no,yes,56337.62,3
dell,insprion,intel,core i3,8.0,ddr4,0,1024,windows,32,0,casual,15.6,0,no,no,27791.600000000002,4
asus,vivobook,intel,core i3,8.0,ddr4,0,1024,windows,64,0,casual,15.6,0,no,no,22103.300000000003,0
lenovo,ideapad,intel,core i5,8.0,ddr4,256,0,windows,64,0,casual,15.6,1,no,yes,41539.33,0
acer,swift,intel,core i5,8.0,ddr4,0,1024,windows,64,2,casual,15.6,1,no,no,48885.880000000005,6
avita,liber,intel,core i7,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,49573.3,0
avita,liber,intel,core i7,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,49573.3,0
avita,liber,intel,core i7,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,49573.3,0
avita,liber,intel,core i7,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,49573.3,0
avita,liber,intel,core i7,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,49573.3,0
lenovo,ideapad,intel,celeron dual,4.0,lpddr4,0,0,windows,32,0,casual,14.76240673886883,0,no,no,16743.3,16
avita,liber,intel,core i7,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,49573.3,0
asus,vivobook,intel,core i3,8.0,ddr4,0,1024,windows,64,0,casual,15.6,1,no,no,25915.600000000002,1
lenovo,celeron,intel,celeron dual,4.0,ddr4,0,1024,windows,32,0,casual,15.6,0,no,no,20099.33,1
lenovo,ryzen,amd,ryzen 3,4.0,ddr4,0,1024,windows,64,0,casual,15.6,0,no,no,23443.300000000003,6
hp,250,intel,core i5,8.0,ddr4,0,1024,windows,32,0,casual,15.6,1,no,yes,32689.300000000003,1
acer,aspire,intel,core i5,8.0,ddr4,0,1024,windows,64,2,casual,15.6,1,no,no,37848.97,6
hp,15q,intel,core i3,4.0,ddr4,0,1024,windows,64,0,casual,15.6,0,no,no,22079.850000000002,27
dell,inspiron,amd,ryzen 3,8.0,ddr4,0,1024,windows,64,0,thinnlight,14.96,0,no,no,26793.300000000003,4
acer,travelmate,intel,core i5,16.0,ddr4,256,1024,windows,64,0,casual,14.0,0,no,no,41868.3,0
apple,macbook,apple,m1 processor,8.0,ddr4,512,0,mac,64,0,casual,13.3,1,no,no,70343.3,629
dell,core,intel,core i3,8.0,ddr4,256,1024,windows,64,0,thinnlight,15.6,0,no,no,31081.300000000003,5
dell,core,intel,core i3,8.0,ddr4,0,1024,windows,64,0,thinnlight,14.96,0,no,no,27061.300000000003,15
hp,pavilion,intel,core i5,8.0,ddr4,128,0,windows,64,0,thinnlight,13.3,1,no,no,50928.04,16
asus,vivobook,intel,core i3,4.0,ddr4,0,1024,windows,64,0,thinnlight,14.1,0,no,no,22773.300000000003,6
lenovo,v15,intel,core i3,4.0,ddr4,0,1024,windows,64,0,casual,15.6,0,no,no,26799.33,1
